Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
United States,USA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,4.37700012326241,4.14000003039837,3.99199995398521,4.0469999909401,4.00199991464615,3.88999988883734,3.94900006055832,3.91899996995926,3.82500010728836,3.83000005036592,3.76100009679794,3.57799991220236,3.61399989575147,3.58200001716614,3.5220000743866,3.57200004160404,3.5509999319911,3.41999993473292,3.36599995195866,3.2999999076128,3.36799995601177,3.33700007200241,
United States,USA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.023998260498,63.3209991455078,63.5750007629395,63.7809982299805,62.9420013427734,61.9129981994629,61.4039993286133,61.4440002441406,61.7529983520508,62.1580009460449,61.9869995117188,61.2239990234375,58.3709983825684,57.4609985351563,57.3790016174316,57.8240013122559,57.9080009460449,58.3740005493164,58.7430000305176,59.1370010375977,59.5800018310547,59.5810012817383,
United States,USA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63.8437004089355,64.059700012207,64.2531967163086,64.3958969116211,63.6626014709473,62.7318000793457,62.2765007019043,62.345100402832,62.6893997192383,63.119701385498,62.9872016906738,62.1769981384277,59.3202018737793,58.4720993041992,58.371898651123,58.5606994628906,58.584300994873,59.0068016052246,59.3432998657227,59.7291984558105,60.1137008666992,60.421501159668,
United States,USA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,70.7210006713867,71.0080032348633,71.1760025024414,71.3320007324219,70.1620025634766,68.8529968261719,67.9649963378906,68.1800003051758,68.5339965820313,68.9769973754883,68.6230010986328,67.4209976196289,63.4990005493164,62.5830001831055,62.8629989624023,63.6479988098145,63.7249984741211,64.2539978027344,64.7600021362305,65.1760025024414,65.4769973754883,65.4290008544922,
United States,USA,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,71.3790969848633,71.5821990966797,71.6452026367188,71.8929977416992,70.8703002929688,69.706901550293,68.8982009887695,69.189697265625,69.603401184082,70.07080078125,69.7624969482422,68.5036010742188,64.5457000732422,63.6943016052246,63.8685989379883,64.3881988525391,64.4024963378906,64.8798980712891,65.3426971435547,65.7713012695313,66.032600402832,66.3294982910156,
United States,USA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,55.7389984130859,56.0359992980957,56.3619995117188,56.6059989929199,56.0730018615723,55.3040008544922,55.148998260498,55.0149993896484,55.2750015258789,55.6380004882813,55.6380004882813,55.2910003662109,53.4589996337891,52.5499992370605,52.1150016784668,52.2270011901855,52.3120002746582,52.7120018005371,52.9440002441406,53.3129997253418,53.8870010375977,53.931999206543,
United States,USA,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,56.8587989807129,57.0816993713379,57.4296989440918,57.4849014282227,57.0046997070313,56.2751998901367,56.1338996887207,55.9702987670898,56.2352981567383,56.6156997680664,56.6376991271973,56.246898651123,54.418098449707,53.5685005187988,53.1864013671875,53.1310997009277,53.1581993103027,53.5208015441895,53.74169921875,54.0808982849121,54.5778007507324,54.8879013061523,
United States,USA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,35.310001373291,35.8800010681152,36.4000015258789,37.3800010681152,37.2700004577637,37.560001373291,36.9500007629395,37.9500007629395,37.9500007629395,38.0699996948242,38.7999992370605,38.5900001525879,39.0699996948242,38.75,38.7999992370605,39.3699989318848,39.7299995422363,40.5299987792969,40.4700012207031,
United States,USA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,8.27499961853027,7.94500017166138,7.65700006484985,7.56500005722046,7.48099994659424,7.36100006103516,7.56699991226196,7.57399988174438,7.46999979019165,7.40199995040894,7.21999979019165,7.01800012588501,7.09299993515015,7.04500007629395,6.82000017166138,6.75299978256226,6.59499979019165,6.44600009918213,6.44399976730347,6.38700008392334,6.2519998550415,6.20599985122681,
United States,USA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,9.53800010681152,9.22500038146973,8.89299964904785,8.64200019836426,8.55500030517578,8.48200035095215,8.80200004577637,8.84200000762939,8.77400016784668,8.63099956512451,8.39999961853027,8.26700019836426,8.36800003051758,8.32600021362305,7.96199989318848,7.74700021743774,7.4689998626709,7.36700010299683,7.44999980926514,7.42799997329712,7.08400011062622,7.04500007629395,
United States,USA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,6.75899982452393,6.40700006484985,6.17600011825562,6.27400016784668,6.2020001411438,6.0310001373291,6.11399984359741,6.07499980926514,5.92500019073486,5.94600009918213,5.8270001411438,5.55900001525879,5.64200019836426,5.58199977874756,5.4980001449585,5.58900022506714,5.57000017166138,5.36399984359741,5.25899982452393,5.15899991989136,5.27699995040894,5.22200012207031,
United States,USA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.36700010299683,3.23300004005432,3.11100006103516,3.06599998474121,3.02699995040894,2.97499990463257,3.0550000667572,3.05599999427795,3.0090000629425,2.98600006103516,2.90300011634827,2.82500004768372,2.86700010299683,2.83699989318848,2.75,2.71900010108948,2.65700006484985,2.59800004959106,2.58299994468689,2.55800008773804,2.5,2.47199988365173,
United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.18800020217896,4.03700017929077,3.8840000629425,3.76699995994568,3.72199988365173,3.67899990081787,3.81299996376038,3.81900000572205,3.77600002288818,3.72099995613098,3.61199998855591,3.54900002479553,3.60400009155273,3.57100009918213,3.41899991035461,3.31699991226196,3.20199990272522,3.15400004386902,3.16799998283386,3.15000009536743,3.00399994850159,2.97300004959106,
United States,USA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.38199996948242,2.26699995994568,2.18400001525879,2.22699999809265,2.20000004768372,2.14100003242493,2.16499996185303,2.15499997138977,2.09999990463257,2.11500000953674,2.06599998474121,1.98000001907349,2.02800011634827,2,1.97599995136261,2.01699995994568,2.01900005340576,1.94500005245209,1.89300000667572,1.85899996757507,1.90900003910065,1.88499999046326,
United States,USA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,55.8160018920898,56.5960006713867,56.5149993896484,56.8650016784668,54.6650009155273,52.3479995727539,50.5019989013672,50.306999206543,50.4459991455078,50.9720001220703,49.8310012817383,47.9500007629395,43.6539993286133,41.6189994812012,41.9099998474121,42.6160011291504,43.1980018615723,44.326000213623,45.3839988708496,46.3699989318848,47.4259986877441,47.568000793457,
United States,USA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,58.1918983459473,58.9938011169434,58.9967994689941,59.6608009338379,57.7140998840332,55.692798614502,53.9067993164063,53.9005012512207,53.9067001342773,54.2476997375488,53.1273994445801,51.2262992858887,46.8512992858887,45.0023002624512,45.4542999267578,46.7904014587402,46.4916000366211,47.6384010314941,48.6036987304688,49.4127998352051,50.3428993225098,50.4598999023438,
United States,USA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,57.8040008544922,58.3190002441406,58.4529991149902,58.9269981384277,56.1269989013672,53.5069999694824,51.6020011901855,51.5719985961914,51.3230018615723,52.576000213623,50875,48.7439994812012,43.4809989929199,41.5180015563965,42.310001373291,43.1290016174316,43.609001159668,44.8429985046387,45.8030014038086,46.9329986572266,47.7750015258789,47.8520011901855,
United States,USA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,60.2970008850098,60.7939987182617,61.0219993591309,61.9219017028809,59.3728981018066,57.0932006835938,55.3333015441895,55.5490989685059,55.1502990722656,56.2060012817383,54.4252014160156,52.2543983459473,46.6981010437012,44.931999206543,45.9943008422852,47.6697998046875,46.9431991577148,48.2086982727051,49.0032005310059,50.0519981384277,50.8022003173828,50.5797004699707,
United States,USA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,53.7410011291504,54.7949981689453,54.4900016784668,54.7070007324219,53.1360015869141,51.1349983215332,49.3499984741211,48.9790000915527,49.5219993591309,49.2859992980957,48.7360000610352,47.1180000305176,43.8359985351563,41.726001739502,41.4900016784668,42.0789985656738,42.765998840332,43.7849998474121,44.9449996948242,45.7809982299805,47.0629997253418,47.2719993591309,
United States,USA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,56.0505981445313,57.1601982116699,56.9566993713379,57.3788986206055,56.0428009033203,54.2761001586914,52.4656982421875,52.2246017456055,52.6411018371582,52.2510986328125,51.8008995056152,50.1796989440918,47.0068016052246,45.0736999511719,44.8955001831055,45.896800994873,46.032600402832,47.0586013793945,48.1982002258301,48.7630996704102,49.8764991760254,50.3386001586914,
United States,USA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.62299990653992,2.56900000572205,2.45799994468689,1.61800003051758,1.51300001144409,1.5440000295639,1.49600005149841,1.46200001239777,1.40900003910065,1.38399994373322,1.29299998283386,1.33500003814697,1.34599995613098,1.41600000858307,1.45000004768372,1.38999998569489,1.30799996852875,1.35099995136261,1.42599999904633,1.44700002670288,1.43499994277954,1.42299997806549,
United States,USA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,3.63800001144409,3.58599996566772,3.37599992752075,2.25300002098084,2.08100008964539,2.14199995994568,2.07699990272522,2.04299998283386,1.96399998664856,1.92700004577637,1.8289999961853,1.89499998092651,1.93299996852875,2.01300001144409,2.03699994087219,1.92599999904633,1.85099995136261,1.90699994564056,2.00699996948242,2.01600003242493,2.00399994850159,1.99300003051758,
United States,USA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.40499997138977,1.34800004959106,1.35699999332428,0.859000027179718,0.836000025272369,0.834999978542328,0.811999976634979,0.776000022888184,0.75,0.740000009536743,0.658999979496002,0.681999981403351,0.676999986171722,0.735000014305115,0.771000027656555,0.763999998569489,0.672999978065491,0.699000000953674,0.741999983787537,0.774999976158142,0.767000019550323,0.754999995231628,
United States,USA,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.1412874331814,4.7179637226765,2.97814472263482,2.45072529228447,0.919245554452772,0.433615072377293,1.52373796318284,2.75683119378422,1.57658405102643,2.55614313666767,-0.430767032056494,-3.3415228755095,-2.15781509315831,2.34751187345614,1.54613833776492,3.51142303442057,0.588358264325223,2.8602496329579,2.42632117660099,-0.158889783822787,2.17775523560995,,
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,34882.9936460665,36528.7606316715,37616.6399886675,38538.5204989774,38892.7841354161,39061.4291094944,39656.6229337975,40749.8890852378,41392.3453373667,42450.3929318136,42267.5306340849,40855.1514290339,39973.5728051656,40911.9571730115,41544.5126275933,43003.3162135364,43256.3297784127,44493.5687921308,45573.1256739598,45500.7146330951,46491.6088282573,,
United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,26916.874872687,28402.5702676933,29720.6349470444,31232.7561515209,32070.8201598277,32662.1638345489,33837.1608334128,35784.9978254389,37619.9538440025,39790.8507703297,40672.6001917102,40434.2288197626,39399.269099314,40911.9571730115,42551.1401378148,44822.1606003071,45734.8771084464,47837.5679585745,49173.4494731223,49478.667779456,51484.941242542,,
United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.40268531470242,5.94581897679211,4.16749984921016,3.59713179891652,1.92304440239846,1.36977173138115,2.40007651531626,3.7122434677844,2.5171568336751,3.54982788692119,0.520708736578129,-2.42292639916755,-1.29630962630627,3.19978278462472,2.28606067023425,4.27359272268313,1.28811495974573,3.61811766052482,3.1843378764558,0.565980705380852,2.83426174365306,,
United States,USA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,9511092398555.55,10076604735289.1,10496547222437.8,10874121860364.4,11083236052110.1,11235051086474.1,11504700909084.4,11931783417070,12232125118732.1,12666344507360,12732299269814.9,12423805029585.5,12262754049033.5,12655135542015.3,12944439618406.1,13497632247930.5,13671497268127.5,14166148125243.8,14617246145630.8,14699976938473.1,15116612761166,,
United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7339074352162.23,7834962618624.28,8293245975623.27,8812709777888.21,9139188106939.03,9394461176709.74,9816428787969.95,10478036952207,11117320814516.6,11872790551256.1,12251856447577.3,12295805003953.1,12086574023079,12655135542015.3,13258084627100.6,14068520607491.8,14454861303519.9,15230832051674.8,15772023624639.7,15985139599881,16740180419866.7,,
United States,USA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,6.33395313865429,6.83025710962923,6.33920407348407,5.97837320086538,4.42353034277778,3.08454848288289,2.45391936034483,2.70406265354839,2.87421270060606,3.84926484390071,1.84719020924658,-0.316098793783784,-1.81686126455172,-0.411877774834437,0.647546169620253,2.83550293125749,3.1765237972093,4.23499035773481,4.09416606994652,2.68756434457895,2.9220610896985,,
United States,USA,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,545986760552,626334576953,616804556350,621750812890,477741277020,342384881600,284654645800,335303769040,379396076480,542746342990,269689770550,-46782621480,-263444883360,-62193544000,102312294800,473528989520,546362093120,766533254750,765609055080,510637225470,581490156850,,
United States,USA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,20.76392595,21.15310839,20.76844835,20.49361214,19.32281928,18.10062645,17.34659068,17.52311652,17.86998963,18.92244694,17.37885328,15.59488031,14.49879402,15.38002646,16.24724209,18.30137887,18.82310899,19.81567045,19.68075361,18.36883351,18.62385161,,
United States,USA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.42821819477695,0.233063885809427,0.344898054745414,0.663856105786443,0.542158982231178,0.341654999011321,0.501947050259041,0.703764651878733,0.773297439116544,0.637984338538447,0.601598102553088,0.996029557884703,0.344697196972125,0.348813999898506,0.469795365186157,0.329391509150724,0.357562730233247,0.307741453454087,0.0726493606433137,0.134198029415812,0.20758661800661,,
United States,USA,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.128916521065534,0.123439834560888,0.124425629718277,0.125996933420181,0.131019686178558,0.135847747741328,0.138029044934132,0.134003044394537,0.134929527931686,0.133360871615253,0.132115661174466,0.136495039554944,0.140758577707567,0.134141352843256,0.137398852141523,0.129071296101365,0.126119033002933,0.119312641695425,0.118736124380978,0.115860383793051,0.115840174474119,,
United States,USA,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,11112604115849,11319432829.2334,12106613771.5884,13103681075.6988,14150126107.2842,15079099999.2874,16011369212.3594,16616377504.9226,17810697686.9826,18803882897.7507,19288886531472,20201265854.1318,20409993767.5972,20255344279.3316,21709018638.3606,21554906448928,21692473676.5044,21595588146.8719,22203655259.2429,22013472920.6797,23052194720.3498,,
United States,USA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.41185341359189,0.226519244229757,0.33784538139906,0.655606828873041,0.536073556056978,0.336090100133873,0.495614866174177,0.690115295242461,0.755294725781621,0.590324532925222,0.545637382870417,0.916357939271735,0.286859260940166,0.27640481527991,0.377069413799299,0.23910789960085,0.284332719754671,0.248425849995179,0.0215892332434306,0.0832605800728591,0.152872527218406,,
United States,USA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,35501764251.6209,20771814695.8687,32872355610.1285,68183110202.7963,57895944054.1537,37306001114.8599,57491324476.2046,85574296610.0652,99698903803174,83235759142.4563,79663057899.0809,135620975012217,41594592836324,41737127107.2665,59576967380.2892,39931019233.3419,48905227797.8034,44965078849.1274,4037186616.52153,15819510213.8432,30421632916.4628,,
United States,USA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0163647811850595,0.00654464157966952,0.0070526733463544,0.00824927691340146,0.00608542617420039,0.00556489887744815,0.00633218408486353,0.0136493566362717,0.0180027133349233,0.0476598056132255,0.0559607196826706,0.0796716186129682,0.0578379360319592,0.0724091846185957,0.0927259513868583,0.0902836095498741,0.0732300104785763,0.0593156034589083,0.0510601273998831,0.0509374493429531,0.0547140907882045,,
United States,USA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1410644138.15213,600143632.855695,686225116.600283,857924798.993751,657226026.813642,617703775.396744,734533353.844169,1692520222.89769,2376358160.20988,6720032591.4648,8170265073.66991,11791399554.7193,8386500724.63409,10933786877408,14650700319.1236,15077362794829,12595561802.3151,10736124226.0624,9548243823.77814,9678115375.16109,10888104066.8527,,
United States,USA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.4317081142459,14.3256861837186,14.4213303561151,14.5985498760577,14.8357289164815,15.0235596252252,14.8736668465517,14.7959373464516,15.0045751781818,15.1578273546808,15.4815769140411,15.9242069018919,16.2996198852414,15.8423413509934,15.6182766151899,15.4279701226347,15.6025459702326,15.5440151671271,15.5849783150802,15.733488287,15.6709037344221,,
United States,USA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,1244013239448,1313665423047,1403195443650,1518249187110,1602258722980,1667615118400,1725345354200,1834696230960,1980603923520,2137253657010,2260310229450,2356782621480,2363444883360,2392193544000,2467687705200,2576471010480,2683637906880,2813466745250,2914390944920,2989362774530,3118509843150,,
United States,USA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
United States,USA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
United States,USA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.781045648982244,0.768863276212986,0.775243833268627,0.791468149854605,0.787790897822571,0.807035444361579,0.817911201821937,0.824107442720409,0.824553717143585,0.807728084023187,0.834727005731758,0.839427132327169,0.832705789100849,0.85599146112456,0.84238337358991,0.809063558333822,0.82963403493114,0.845509727779864,0.854990562958635,0.868544251547344,0.868676123382142,,
United States,USA,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,67326134942.2694,70504762428.7308,75431224977.0374,82312687584.8789,85081416964.8376,89580934324.1353,94877699411.3446,102189322897331,108841090662953,113889659847269,121870142836837,124235215584421,120742339419623,129254710629809,133096573027206,135113614241748,142697054008156,153037260728155,159883235273265,165023407793995,172866548553046,,
United States,USA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.7893238,4.27047354561159,4.28059875738757,4.51375828866931,4.7469178199512,4.76279807957674,4.92348521694498,4.68150127233305,4.44733636935943,4.68841276947343,4.60755913332684,4.71428397393142,4.71215385260814,4.84096628264901,5.05,4.50200166934699,4.4135093579806,4.40382903418674,4.40382903418674,4.40382903418674,4.40382903418674,,
United States,USA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,412839711560,391602424132583,416502259093811,469430862021608,512667124554729,528670586833018,571124285165618,580506157769298,587048400755444,661066200495754,672703633465719,697714028141849,683262308628181,730985908680,797900000000,751834278780948,759123609572664,797093055187.8,823516029392.92,836727516495481,876361977803161,,
