Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
World,WLD,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,,,,50.9088828226519,,,,,,,,,,47.6785623164804,,,,,,,,
World,WLD,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,69.7261931182042,69.5875770142839,69.5906312235517,69.417336483231,69.1800737180691,69.0106721220483,68.8128233037677,68.7344830261648,68.6409546132458,68.3557092822041,68.1585986100233,67.8992830754614,67.6187281709488,67.2930956870581,67.0844202626022,66.9752682914567,66.9458393300093,66.8891056400484,66.8982445970535,66.9013069402008,67.0030841206702,66.9467679431427
World,WLD,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,83.4059811636996,83.2417065063693,83.1750593607569,82.9277008456148,82.6687154455216,82.4700243211124,82.197034211319,82.1185288329324,81.9607682429606,81.7303330907112,81.5606889352402,81.3972640303117,81.1156714779149,80.8819507434825,80.7528013019541,80.7024501394589,80.6443026839331,80.5513304403908,80.5031582738416,80.4164641550348,80.4452349934762,80.4323794030636
World,WLD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.7611072601863,55.6543884931951,55.7318725487874,55.6344043301805,55.419457917164,55.2790185606617,55.1551534541844,55.0729939529606,55.0401143887925,54.6989302309594,54.4722813851911,54.1122934050599,53.8305127712765,53.4064184885219,53.1157502235699,52.945429986921,52.9425253019899,52.9173505058371,52.9780036367124,53.0686372819177,53.2386154763504,53.1297178378121
World,WLD,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,54.2522628624546,53.6464445366271,53.1994553658208,52.3977941668709,51.704178569751,51.2203963485809,50.5533431440742,50.3260390080414,49.9003416010216,49.1942387600389,48.554133748572,47.9425904448303,47.1412290271195,46.1669942741957,45.4178236541124,44.7452198121204,44.2150420208671,43.6055297755147,43.1264342226545,42.6489676346165,42.3423722091005,42.0623140084959
World,WLD,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,,,,52.6201538259988,,,,,,,,,,45.2009308057739,,,,,,,,
World,WLD,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,63.1449863120849,62.6191811454392,62.297909856675,61.4497556322708,60.7626751495387,60.1701254873852,59.4632403228095,59.2907780510489,58.8153875159173,58.0905821136455,57.4250752916848,56.7959852304837,55.8208652354191,54.8029097609555,54.0399634149882,53.3277195412414,52.7180834221352,51.9897523807194,51.338558387809,50.7151502697637,50.2647136072204,49.9453143602438
World,WLD,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,,,,61.2235954258233,,,,,,,,,,53.8862881729776,,,,,,,,
World,WLD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,44.9971095509438,44.3132763035489,43.7385003820603,42.9848212996531,42.2859367361869,41.9156126862373,41.2866679086643,40.9953501801405,40.6134134000509,39.9174409854161,39.2912226219513,38.6818742377792,38.0463240334757,37.0999760616842,36.3461640399797,35.6960992742433,35.2310534759316,34.7295792516953,34.4170498471127,34.079258191189,33.9131942230206,33.6652410965392
World,WLD,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,,,,43.6790243703684,,,,,,,,,,35.9408642877258,,,,,,,,
World,WLD,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,37.9497001612886,38.2988328143032,38.4872289585557,38.7264541003861,39.1524242073817,39.5096367680363,39.9340769184264,40.6737616928555,41.2714385034704,42.0535163432295,42.7186294716704,43.2780004665421,43.9814271154991,44.4532708709787,45.0942780497361,45.8123736043997,46.4711018305852,47.0776974570266,47.6459613287286,48.0842975502874,48.5157871037455,48.7854215612607
World,WLD,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,35.5200853227029,35.8283936286937,35.9774362274971,36.2424860788443,36.6281615683712,36.9586001700901,37.3583503966655,37.9989675220631,38.5119964438648,39.067838585442,39.5516285985236,39.9283138001697,40.4535161511882,40.8128339384444,41.297227358623,41.8092832438783,42.3832896956693,42.9247763719186,43.4682554783346,43.8520470270473,44.2732235515981,44.5094931094255
World,WLD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,41.7310136394766,42.137592245795,42.3745225310927,42.5658038946132,43.0544931678814,43.4541375990131,43.9178387928034,44.8214234663856,45.5507804892439,46.6984993431783,47.6512955549575,48.5089852503682,49.496403413748,50.1779507624733,51.0918480144421,52.1508719929841,52.9374875068398,53.6427645325761,54.2471608682237,54.7569943609994,55.1896751954752,55.5288239094505
World,WLD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7044.62842300873,7223.2435055555,7472.0285902111,7940.99130071094,8222.19232646431,8502.7473390174,8861.77764358228,9464.05141603791,10070.9243121651,10935.8945713004,11673.8381893085,12179.1218245204,12143.7273539112,12804.9856267759,13526.5327349982,14123.2464411145,14700.5628748484,15328.6021122742,15783.7741363759,16303.151017471,17098.7209770237,17841.7247923491
World,WLD,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,2.24759089351527,1.15223917902527,1.99713080829271,3.16614724163533,0.612634063650191,0.793110848677856,1.75777760084894,3.10944403661691,2.50751854688724,3.13581747850118,2.95419758588859,0.392117623783037,-2.8819058601252,3.10482576036036,1.95296603977341,1.28780659421601,1.39089634966669,1.79452973268903,1.61157954580386,1.32468286118952,2.11102124359775,
World,WLD,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,7686.03025118779,7774.59170305371,7929.86046917437,8180.93152768466,8231.05070094716,8296.33205701655,8442.16312360683,8704.6674614153,8922.93861245514,9202.74568106044,9474.6129718058,9511.76459905348,9237.64449767205,9524.45726368628,9710.4666795188,9835.5187097468,9972.32058045145,10151.2768383067,10314.8727394708,10451.5120908041,10672.1457313181,
World,WLD,GNI per capita (current LCU),NY.GNP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5531.13200112563,5298.42334481654,5303.67878306571,5487.31681124726,5462.25992663812,5421.10151759898,5821.66833190703,6633.91782427617,7350.69295484706,7841.27863933043,8355.13860339043,8949.06849045552,8980.75189874353,9410.7520431305,9896.96276395836,10492.2799607484,10867.5168861072,10987.4250353173,10646.5571821127,10382.5137911704,10432.6228944317,11097.6401235928
World,WLD,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,56584190939536.8,58085474900889.6,60230601153009.3,63167624719997.7,64681790008505.7,66451382105321.9,69056081531774.9,72631193022097.7,75931805767139.3,80058784780926.3,84392312260968,86643763489035.4,86202395750526.2,90622147960264,94739987611739.1,97850902757374,101068399808183,104902410761098,108459525320091,112083593070315,116382317332637,
World,WLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,41373608307223,43013046632100.9,45095815606767.5,48560022313487.7,50932045129243.5,53342210252468,56296017209881.9,60876327452779.4,65587930548746.7,72107168179952,77924392392263.3,82305131144151.9,83070279050549.8,88648240172032.5,94739987611739.1,100091357492482,105417172961765,111219031406227,115861554699711,121068882283291,128428330068232,135494881690447
World,WLD,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.70644618777902,2.56003000785181,3.37552476449096,4.53064937712378,1.91822366408616,2.07963251736152,3.04162006774595,4.40300544555789,3.7860451294607,4.41888333280139,4.22686813440234,1.63675705773298,-1.69335549998851,4.346131938746,3.14678062030069,2.48784772311498,2.59219514909901,2.9967681511561,2.80000610895603,2.50515217830605,3.27879853102769,
World,WLD,GNI (constant 2010 US$),NY.GNP.MKTP.KD,45140606909892,46296219992511.7,47858960363382.1,50027282052983.6,50986917215823.1,52047257725843.5,53630337561544.2,55991684244850.1,58111554679105.3,60679436483252,63244276248097.5,64279431403200.4,63190952116172.9,65937314268491.6,68012216895439.3,69704257284912.5,71511127660967.5,73654150359244,75716471068802.4,77613283893119,80158067105289,
World,WLD,GNI (current LCU),NY.GNP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GNI (current US$),NY.GNP.MKTP.CD,31314769992131.2,31319588094203.2,32470194194666.5,33607032840931.9,33430154215867.4,34658987747292.7,38864235174296.5,43818615342020.8,47465527420361.8,51616834636543.5,57887893803283.7,63267795998076.1,60085886420508.5,65937314268491.6,73325001086892.5,75240627223508.7,77215677971082.2,79584856285100.5,75230895038336.9,76207049667172,81028716475503.4,85782348073056.2
World,WLD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,32484735494735.2,31551107267020.5,32009209083108.6,33555537016563.5,33835718885746.8,34009393727867.3,36983146446462.9,42671845610240,47872171677130.3,51702469717175.6,55771676544034.7,60476795013044.1,61433656267133.2,65150139864489.7,69318438272584.3,74358720862742.7,77930547823783.9,79720954894081.4,78151334505942.7,77101408546271.4,78359659814061.2,84279972433367.4
World,WLD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,25.4475636024477,25.144720469408,24.9186958008384,25.4615705856107,24.6778944728394,24.3892677882703,24.6122483503942,25.5632714866098,25.9326434442934,26.5892394197628,26.9000510582992,26.3081125263181,24.0682169336647,25.0827979606544,25.3139558062736,25.1948247823545,25.1075911722816,25.1870495605736,25.1378086693577,24.8574784549357,25.2736648283036,
World,WLD,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Gross domestic savings (current US$),NY.GDS.TOTL.CD,7681821240979.72,7535579404259.23,7739115778538.2,8096326784480.37,7734932004583.41,7901421662166.42,8928402093047.8,10447004936519.2,11555601501423.1,12972557521626.7,14991258727631.8,16458086718049,14372135641385.8,16748377908845.4,19203360087569.2,19834080266941,20447949471129.9,21100736815509.1,19820889679372.1,19834178969790,21592461835099.7,
World,WLD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.44007489416139,0.903807136896278,1.17939837044467,2.10332026930131,1.87662928882368,1.67327402429724,1.89185659148689,2.56072442730443,3.25927023033307,3.6980226588395,3.79885988728129,5.15488901870092,2.90424814068187,3.83178567136999,5.03422712078531,4.34169320084499,3.91611601255833,3.37790060300786,1.93950784025797,1.70228151782883,2.15062161813127,
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.910684286005975,0.472101756783846,0.785085485424112,1.47762426284721,1.09961160679026,1.08474592191759,1.20125818952916,1.58359333153552,2.19535981334005,2.39565884902954,2.27105975465988,2.92211246254119,1.60823108952268,2.09029399968786,2.83159056716299,2.72257060827409,2.47436288359056,2.15550595149031,0.970256074245384,0.809261083655876,1.10714715854607,
World,WLD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,9736.15497858749,9842.58601328097,10054.6479750409,10394.0717647242,10505.4873885248,10663.2044738266,10927.7301442141,11362.2720531969,11753.6847028561,12226.5523559211,12720.0238350884,12923.7042868617,12722.1494801391,13221.383642217,13584.8072397113,13872.6533827942,14179.4197613405,14506.0834498806,14825.6837063004,15149.3420189216,15543.340480474,15941.2324125559
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7101.4876010667,7274.11012570781,7532.38728079892,7983.22370217643,8256.70832669817,8549.78885392279,8914.92889035031,9516.57776501632,10130.403077395,10955.4565473387,11718.6518810937,12257.1537265619,12229.5362328409,12871.5450042826,13584.8072397113,14144.5633455938,14755.1949136154,15332.9409688527,15802.7675936195,16343.2306127891,17137.3380267793,17913.5060159629
World,WLD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.24559157004829,1.1484723474359,1.89479404707362,3.03190011389928,0.639372788718816,0.90436719475511,1.62689392122614,3.09014742073617,2.58895885791213,3.05137037875647,2.94519417957679,0.6065068533388,-2.87494508623649,3.03907181532541,1.92045246646602,1.31225641304724,1.44994609444937,1.63953252615742,1.66391263108147,1.3842033026543,1.99891054482104,1.90794569558348
World,WLD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7705.29705039164,7793.79025630318,7941.46653012102,8182.24386289303,8234.55890365898,8309.02955301646,8444.20864972737,8705.1471455185,8930.51982363668,9203.02306020411,9474.06995971835,9531.53084331415,9257.50456569118,9538.84677774956,9722.03579596527,9849.61383417657,9992.42792528356,10156.2570312714,10325.2482748598,10468.1707024877,10677.4200705096,10881.1394471443
World,WLD,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,5352.56266383225,5267.55780622205,5389.865490032,5491.57433776819,5389.09056584462,5526.28659039417,6123.38607804621,6811.13518914085,7287.24927229487,7801.88318325694,8684.28580530388,9413.60305146436,8820.88480443134,9538.84677774956,10473.629966603,10589.2084720485,10764.1917661067,10928.8711624083,10217.6560130209,10247.9362255605,10769.6771083675,11298.3037067153
World,WLD,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.171259043029805,0.11052734814269,0.131660671873444,0.323529319010246,0.404628566854141,0.270423735760387,0.329405862660191,0.364836503519676,0.396049521581611,0.422108471881372,0.383309732651973,0.511331980316152,0.337570163582018,0.260364491795092,0.366806376664749,0.383586294054204,0.36621558821965,0.304595971609179,0.245101630535754,0.14938996927217,0.193317030107263,
World,WLD,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,57181136933614.8,58610735031167.9,60682657406774.3,63560875174086.9,65075826073158,66895895212340.4,69420347587839.1,73086394368676.5,76547080693634.9,80617279294468.9,84907818019283.6,87336935414903.8,87027028575174.5,91530941672516.2,95148142899036.8,98315406085697.1,101680075668131,105251120681236,108828645725447,112500577562745,116745882003198,121062028748780
World,WLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,41707546340626.9,43315947718426.7,45460097454481.5,48818278024878.9,51145853127377.3,53637326440051.7,56633669949899.3,61214196625266.1,65975292125708.4,72236152479035,78223529629441.8,82832461933964.6,83657262544987.7,89109027232236.1,95148142899036.8,100242430258632,105808937217936,111250512647800,116000977087940,121366517495179,128718382360385,136040007709055
World,WLD,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.70442016199029,2.55621150976515,3.27180501749307,4.39462666013884,1.94530934997307,2.19230894771931,2.90909087568775,4.38346086916998,3.86850120583944,4.33338566251129,4.21775340750077,1.85380349999396,-1.68630880754442,4.27958636573598,3.11388632188054,2.51258721769445,2.65194436277218,2.83994006432333,2.8529393604575,2.56540895781401,3.16540231041313,3.03877529212566
World,WLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,45253761822563.3,46410543690873.4,47929006187997.2,50035307071874.5,51008648578631.4,52126915745531.4,53643335095262.1,55994769698080.7,58160928039058,60681265355886,63240651493148.5,64413008903947.4,63326806661595.8,66036932045341.4,68093247039690.9,69804149260923.2,71655316462229.4,73690284502657.9,75792623634067.3,77737014390138,80197703639689.6,82634731642744.6
World,WLD,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,
