Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
European Union,EUU,"Population ages 15-64, total",SP.POP.1564.TO,319397523,320207669,321145204,322281232,323264944,324119820,324803281,325505550,326215499,327050427,327743514,328396427,329333558,330645942,332063506,333477629,334425196,335463952,336411202,336937496,336949834,335466423,334839446,334394260,333934251,333385282,333023379,332247100,331483370
European Union,EUU,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.6770035279765,68.6559568638615,68.660311821118,68.6842933216293,68.7213396158216,68.7721422131594,68.7835285192814,68.8086341114472,68.8467664324074,68.8951416482931,68.9459876380511,68.9568856064022,68.970759757658,68.9871179908948,69.0069736476037,69.0291477341789,68.9368700640736,68.8516183783569,68.7572215952887,68.6356578300986,68.4744900471728,68.1840960060699,67.8931656665445,67.5971933982059,67.2972538996721,66.9982853733825,66.725239403534,66.4454724829331,66.1683344184311
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,159663898,160105908,160586298,161151009,161641525,162083003,162393725,162720971,163067225,163499616,163890459,164224689,164726636,165433158,166196083,166952031,167387069,167856251,168277311,168501483,168497412,167711810,167390291,167193188,167022112,166836478,166713763,166406874,166122716
European Union,EUU,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.1335150758737,65.0941555749916,65.0937042781173,65.120603151638,65.1571106126515,65.1951638845953,65.2323017122481,65.2773547063254,65.3261769942001,65.3724179741477,65.4071070227922,65.4433045446088,65.4713046004238,65.4926748890728,65.5113396467867,65.528787573997,65.4966858395613,65.4724282659299,65.4361110760877,65.3628328534104,65.234615886837,65.0111977754497,64.7645304222074,64.4906649550445,64.1943857100256,63.8848607252359,63.6303955553128,63.3580660301869,63.077815489085
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,159733640,160102397,160559550,161130538,161623431,162036831,162408802,162783219,163146697,163549596,163853082,164170876,164605961,165212179,165867238,166525594,167038001,167607237,168133099,168435245,168452422,167752811,167446548,167198646,166910685,166548813,166309112,165839640,165360142
European Union,EUU,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,7.56826323884468,7.43749843267971,7.32012064564571,7.21711546067548,7.12625006506723,7.04518203881463,6.97171621984883,6.90712738752904,6.85030317299779,6.7996827888696,6.75193559332988,6.71694175978677,6.68041409113232,6.63662291254414,6.57726893665674,6.49911449602668,6.41543710595077,6.31641306062431,6.20834919397154,6.09998006350447,5.99553196203297,5.9012284781959,5.8111317325529,5.72627223936843,5.64765933945968,5.57699351445538,5.51998108017965,5.46771631039291,5.42691550139821
European Union,EUU,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.86316863980878,6.75010658957008,6.6478965037337,6.55645270398816,6.47328738574716,6.39655252732211,6.33379244935611,6.27596176834345,6.22171593082961,6.17053352831402,6.120897085354,6.09412670211801,6.06463824774084,6.02576687813958,5.96987849823438,5.89534328908859,5.82584127655981,5.7390619141022,5.63999202372945,5.53681445030152,5.43505217504245,5.34979207990357,5.26859898272828,5.190554899933,5.11611151765501,5.04765353073797,4.99960956145414,4.95623054821168,4.92281996121925
European Union,EUU,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.09050391278812,7.00154692255592,6.92724069203259,6.86550170162012,6.81240006276503,6.76490227284165,6.71607370846581,6.67185927438437,6.62968766391406,6.58152337570151,6.51636863687348,6.4294734983737,6.32551889270713,6.21113470205736,6.09326091537478,5.97655527518446,5.87249557894137,5.77226208239778,5.67907228273147,5.59664438902289,5.52658358945313,5.47004688239452,5.42458835364545,5.38985054797905,5.36958483647055,5.37000755398853,5.39871913248424,5.44600305891443,5.50447896372452
European Union,EUU,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.40821609901454,6.33020609912184,6.2631871644157,6.20598500350427,6.15575851102752,6.11037478862079,6.06735952581001,6.02763802868549,5.98944926079164,5.94534668252485,5.88515595367161,5.80968545753898,5.71810086613706,5.61744283430101,5.51393541039555,5.41122620222982,5.31783603683555,5.22691494443346,5.14308128878753,5.06968024228158,5.00718124066171,4.9559633560816,4.91341676818144,4.88003957820598,4.86033302273082,4.86022847389378,4.88988395430032,4.93538555276023,4.99043197811273
European Union,EUU,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.77038311129087,6.71529379923072,6.66589012232853,6.61903479992283,6.5691119198159,6.50875487611502,6.436196972595,6.34525748036059,6.23578945008384,6.1154724913104,5.9963212264902,5.88671328946062,5.78028111283448,5.67845937961146,5.58430568588612,5.50028289498432,5.4457709710497,5.40486676438353,5.37718941486933,5.36069865679765,5.35063597046843,5.36622873579719,5.4042709950625,5.46149892787449,5.52123457306208,5.55913990190437,5.57917417040324,5.56734565198389,5.52428912957306
European Union,EUU,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.1072124064664,6.05786187607608,6.01362929269385,5.97210150855648,5.92798627695688,5.87411947113596,5.80900293463486,5.72651596935511,5.6268882831489,5.51753674472851,5.41001643696714,5.31447096989679,5.22166732954168,5.13285063868962,5.05098073982782,4.97870272682334,4.93034679888283,4.89407840958233,4.86938612251723,4.85463128803895,4.84606977841725,4.86006453537366,4.89455633083905,4.94627324593667,5.00066669524798,5.03622167402868,5.0566980655752,5.04860760552699,5.01278769255802
European Union,EUU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.3721486055023,19.1717660067907,18.9619101180464,18.7491422413477,18.5376989418186,18.325470448535,18.0829245493565,17.8492708397997,17.6184771195441,17.3846888315478,17.1474391001449,16.9100672938163,16.673790628325,16.4465366183506,16.2403022936844,16.0617123585253,15.9474806575376,15.8594628613389,15.7913641633476,15.729144457084,15.662370786844,15.6722998539434,15.637800410591,15.5838368340644,15.5388279385351,15.5142281418749,15.4738168264308,15.467369645256,15.4757007918995
European Union,EUU,"Population ages 0-14, total",SP.POP.0014.TO,92545706,91862560,91120373,90382068,89586188,88736030,87713722,86721577,85730983,84750004,83717423,82692817,81743666,80927409,80231665,79663387,79393716,79264147,79222697,79148122,78985145,78989316,78985938,78947359,78967367,79078748,79105018,79222491,79423364
European Union,EUU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.3940321436889,20.181123795173,19.9601647768485,19.7372783621566,19.5163548506849,19.2949204287471,19.0398229986618,18.794078676242,18.5511157686263,18.3051250451149,18.0558082482917,17.8008487321179,17.5470254667482,17.3023667861176,17.0796861317833,16.8864215155851,16.7652274937985,16.6715117591681,16.5982311300485,16.5310210757965,16.459616556577,16.4691646739294,16.4322480714437,16.3754214374649,16.3276572707299,16.3005728005105,16.2530628220591,16.241115035817,16.2443663553239
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,47413115,47062444,46683866,46308730,45905005,45474499,44951864,44444868,43939303,43441104,42920185,42393718,41908519,41491588,41134638,40841041,40708005,40644179,40622726,40583883,40502715,40509056,40513632,40502555,40522902,40591041,40608463,40674451,40783226
European Union,EUU,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,18.4034041103414,18.2148049550354,18.0153918407185,17.8121333703061,17.6096511874009,17.4061875115136,17.175318140045,16.9529593391577,16.7336014668475,16.5113286084019,16.2854952127533,16.0642243020389,15.8440586753164,15.632843349989,15.4418140514717,15.2768225761771,15.1688916496018,15.0860255717625,15.0226409556961,14.9650403456521,14.9026399222013,14.9123680864399,14.8797258845234,14.8282070705501,14.7855899880016,14.7631237463714,14.7287957046696,14.7269137066652,14.7394235739185
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,45132569,44800240,44436604,44073284,43681067,43261543,42761374,42275876,41790781,41308267,40797224,40298667,39834650,39435497,39096911,38822358,38685644,38619722,38599532,38563815,38482417,38479395,38471039,38443643,38443749,38487691,38496272,38547675,38639783
European Union,EUU,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,6.53314511960994,6.46428307338641,6.36703396248735,6.25274186061371,6.13484286810397,6.02126327979044,5.88755231760099,5.77696192149699,5.68563865462838,5.60812917810301,5.54311838492807,5.48466194428354,5.44122546120661,5.41277270444876,5.40211953052242,5.40958334541631,5.44696094380738,5.4943829123868,5.54196943244771,5.57367802997593,5.58239699665544,5.63288905573767,5.60338872273573,5.52407196161137,5.43683786119728,5.37142534461766,5.27516951917161,5.22776632491867,5.21559826202633
European Union,EUU,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,5.88797560486045,5.82673697983747,5.738575383609,5.63404685824536,5.52590639941655,5.42169325175682,5.29895567960009,5.1988053411171,5.11726392290697,5.04844518114859,4.99032282211457,4.94006787460313,4.90429047963766,4.88254987699838,4.8768979012483,4.8868936471239,4.92070881388344,4.96503221774673,5.01017354439133,5.04072881533159,5.04938890312233,5.09634019498468,5.07175278550292,5.00189424640748,4.92459027002284,4.86667359844898,4.78221368479406,4.742920548378,4.7362039032477
European Union,EUU,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,74.0071825666877,74.2566822063184,74.5043858084892,74.9694877089025,75.4306943407013,75.893814324764,76.3570131706258,76.8217324117731,77.3131331149652,77.802305891821,78.2985074704596,78.8053833899551,79.3137177059443,79.6866238540576,80.0602668326922,80.4351683854808,80.8109139533756,81.1949204561198,81.6143037761404,82.0250284730385,82.4369532240412,82.8416384815593,83.2482763142068,83.4961669535303,83.7454736167565,83.9936943045075,84.2447485389623,84.4986879265626,
European Union,EUU,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,86.9604092377071,87.1679194898088,87.3739781857153,87.6025938829768,87.8296756414039,88.0576671606453,88.2851796547387,88.5139000889133,88.7373162114879,88.9595244968355,89.183214550318,89.4133670641613,89.6449678768525,89.8178919794699,89.990742263815,90.163903965273,90.3371214787434,90.513774686711,90.6799859845167,90.841957575573,91.0034491700622,91.1629420566889,91.3223981892647,91.4468558491741,91.5711360744648,91.694136907478,91.8179299150697,91.9423026254325,
European Union,EUU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.65814597148384,1.61198572899856,1.57404846532766,1.53310144824553,1.49085089329017,1.44975822053467,1.45010605876418,1.45012824936873,1.43995165778464,1.44059095511786,1.46460542656637,1.44737090300269,1.44590264446154,1.46432599311478,1.49125780537949,1.50325101727498,1.53420938691039,1.55880024692756,1.60970244277242,1.60103616801636,1.61191077113413,1.58162091945193,1.5829835492246,1.54903149051665,1.57225798112796,1.57002868145018,1.59213246488815,1.58890865667585,
European Union,EUU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.4579081343799,71.5361615457867,71.8489328790275,71.9989572265538,72.2838821152057,72.4171777696719,72.7294551867071,73.062462505144,73.3534021534058,73.6122692618366,73.99785541672,74.3817452151871,74.5291090187623,74.6909673629148,75.1784729668903,75.3855816212598,75.7610868253801,76.0306725798755,76.3098382263178,76.5878070387931,76.8959811820762,77.3978427999289,77.5002147241278,77.8264445531156,78.2325631315611,78.0054064999371,78.3496223676144,78.37019224543,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8684501601292,74.9686284969522,75.2878894749645,75.3958192038019,75.691501345742,75.8158244840863,76.0670516917443,76.3614024855213,76.5957369891645,76.8258219027178,77.1584252012811,77.4940551578297,77.6067366807942,77.694386818515,78.1937728603174,78.3657285760618,78.7397936770598,78.9691195206955,79.1839570006984,79.4431180239453,79.7256373044012,80.2398704018085,80.2512210293864,80.5322413691478,80.9193313863557,80.6205928086301,80.9747052729731,80.9911558127395,
European Union,EUU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.4533255061458,78.5774040163216,78.9043349871732,78.9688126876141,79.2766080496027,79.3913199971263,79.5776628145304,79.8320082844701,80.0071957904481,80.2075523365591,80.4847102761626,80.7706605926021,80.8476509341717,80.8575983611151,81.3702089275033,81.5066833088769,81.8797849434996,82.0672348110689,82.2146236207195,82.4535319537834,82.7093340278322,83.2368796597163,83.1526802109052,83.3857821973343,83.7532087247315,83.3792130802427,83.7439398555378,83.7563521701237,
European Union,EUU,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,11.0514338638418,,,,,,,,,,6.46547885493877,,,,,,,,,,4.45408371738189,,,,,3.89448308229991,,,3.6111814182236
European Union,EUU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.8837427069889,9.40865824388287,8.93183263738315,8.46486850398004,7.99764046755893,7.57408292174431,7.14449272010386,6.77505788299393,6.44173220083221,6.14989916635271,5.8934146394949,5.67925409966314,5.48402586563502,5.29128280498769,5.11458329019647,4.9268909356644,4.72981616874929,4.53223927999255,4.34661612919851,4.20924551110958,4.07512292626004,3.94522964885566,3.86319417748096,3.76899637817069,3.66219962149603,3.56382766086521,3.47949746015009,3.41047325254554,3.31852756234416
European Union,EUU,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,8.65150722951824,,,,,,,,,,5.26496170413015,,,,,,,,,,3.66933105017077,,,,,3.24379462329511,,,2.99955524471943
European Union,EUU,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,74.0955986440514,,,,
European Union,EUU,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,68.6046255307858,,,,
European Union,EUU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.4276234946836,10.4653822161528,10.3273224855064,10.4571453624761,10.2670496992406,10.3446346627895,10.323805615417,10.2157300536605,10.2183385573414,10.1993171126076,9.98788906786334,9.88677611486026,9.96956681273557,10.1273825527313,9.66249169544372,9.81895887414564,9.64217108823913,9.71545050072874,9.76729017132108,9.74247533785325,9.72306454923646,9.67342868067531,9.92118693466714,9.88255195789412,9.73121933318887,10.2449325214071,10.0402606620505,10.2610984837148,
European Union,EUU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.3722445769361,12.0292879590038,11.7481664877473,11.438879788365,11.0840115226956,10.7653642195876,10.7655214222402,10.732913409505,10.5878608440713,10.5115678761765,10.5868774276627,10.3503501507819,10.2825692381004,10.344584618704,10.4606753894532,10.4454295637056,10.5820066778694,10.6630137799498,10.9164673529327,10.7527404790184,10.7519427250247,10.4793267732163,10.3807167623812,10.0462299322889,10.1306025709902,10.0178279072753,10.0709671480315,9.87851266548174,
European Union,EUU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,170.78429691984,171.170255284333,168.519929075113,166.203907014346,164.166621476777,162.523230506699,157.84601671043,153.573974865508,150.374532849921,148.030790322309,143.865996948297,140.938219430094,138.274085342567,135.972166872587,131.663661029977,129.876701499696,127.764925150497,125.500646434281,122.257091408051,119.115594349683,115.471721636306,110.660215298549,107.303425414886,104.376337295873,100.774614442212,104.916171016855,,,
European Union,EUU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,78.9511978875207,78.3563158378072,76.7688186365806,76.3470628574703,75.1218687875027,74.4811753883474,72.7802179269077,71.3476760251375,69.8989760278261,69.022509558923,67.8921086229736,66.6480110734927,65.457698943661,64.7259470775941,62.57754297569,61.7460467350923,60.4109691171292,59.6255928998221,58.8381008422797,57.8441175523804,56.005638788987,54.7999237102472,53.3332315413033,52.4628563337187,50.9386231142167,52.6160121155075,,,
European Union,EUU,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,,,,,,,,,,,,,,,,,,,,98.1424028605085,,,,,,,,,
European Union,EUU,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,21.8124743442662,21.2457184504591,20.6951369883022,19.9778308592053,19.2165018241904,18.3933625386639,17.527315849232,16.6247432182801,16.314021686999,16.0133704289889,15.7351860502546,15.4460760725587,15.175829393562,15.1652466668561,15.1350776268147,15.0633372728199,14.9289071254709,14.7372942055383,14.0744184674796,13.4391999153887,12.8358642453066,12.2439188673159,11.6560592350663,11.2607925960188,10.8739133142301,10.492556534913,10.1093104679058,9.73632975205863,
European Union,EUU,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,,,,,,,,,,,2.67269984098886,2.65564201210956,2.64198986549425,2.62982932837475,2.62166792781952,2.61659865303288,2.60662783731532,2.59832324885859,2.58592225592259,2.57637363572269,2.56894083028879,2.56627035159236,2.56341294504054,2.55785302257306,2.55190764171694,2.54456290843365,2.5383944993903,2.53292289179926,
European Union,EUU,International migrant stock (% of population),SM.POP.TOTL.ZS,5.67715152592273,,,,,6.31571275924349,,,,,7.06597820406957,,,,,8.66814573903588,,,,,10.2444471521185,,,,,10.7257816818978,,,
European Union,EUU,"International migrant stock, total",SM.POP.TOTL,26957449,,,,,30456543,,,,,34332802,,,,,42706560,,,,,51301015,,,,,54070726,,,
European Union,EUU,Refugee population by country or territory of origin,SM.POP.REFG.OR,90759,60797,218587,230389,164633,305418,351079,380822,364129,375439,353554,307498,322708,275259,248973,168834,131946,119385,112876,90931,78832,74820,73665,59633,49570,42326,35475,34392,34523
European Union,EUU,Refugee population by country or territory of asylum,SM.POP.REFG,1350436,1382952,2298449,2409948,2324549,2260201,2279166,1972623,1758494,1798544,1707486,1744018,1827472,1784315,1680475,1491705,1398876,1365184,1390548,1414743,1394390,1347063,1339598,977025,1097414,1334077,1888824,2287804,2489832
European Union,EUU,Net migration,SM.POP.NETM,,,3465020,,,,,2134394,,,,,7845817,,,,,5956985,,,,,4677494,,,,,5584898,
European Union,EUU,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,8.58317225002081,9.23416463513209,10.6739524816102,11.2424781048012,10.7611837264409,10.7112050505497,10.3847674918044,9.9065338445264,9.65120138860945,9.27770112468973,8.62036278002321,8.96085359789547,9.02258925756481,9.19915678831896,8.90037950947848,8.15559796390226,7.12553432142621,6.95711307713916,8.87133335795452,9.51192618341597,9.6000487339918,10.4178193879044,10.8174058627453,10.2068680485968,9.38320489036024,8.53670067613284,7.61511032218954,6.82769642894128
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,6.49659233179064,8.90597676797551,9.53155774835193,9.604424694345,10.4177680068395,10.8169358798052,10.2068386309996,9.38336179750648,8.54004793432319,7.61447629787679,6.81926714774924
European Union,EUU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,7.49069410644576,8.22607087783927,9.79408185163608,10.2964455843331,9.6674344540988,9.69268159110781,9.32933575480313,8.78887107729489,8.64752696284685,8.23274374819415,7.78568078042441,8.26972652726232,8.4471731901639,8.64317753220995,8.29393587013107,7.54989339287432,6.56849630232889,6.5533234227897,8.91340699702323,9.5358418129149,9.51548969334654,10.3643675962102,10.7758376368387,10.1082734478287,9.29510474957287,8.36723906012761,7.41714626121306,6.55761049165378
European Union,EUU,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
